gender,age,senior_citizen,partner,dependents,number_of_dependents,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value,churn_label,customer_value_proxy,value_segment,tenure_group,num_additional_services
Female,30,No,No,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),112.75,35.24,8192.6,0.0,0,2537.28,10729.88,72,Yes,42,Yes,Offer A,No,0,4,4927,0,Stayed,8118.0,High Value,,7
Male,32,No,No,No,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),95.1,45.69,865.1,43.25,0,456.9,1278.75,10,No,11,Yes,Offer D,No,0,3,5787,0,Stayed,951.0,Medium Value,0-12 Bulan (Baru),4
Male,24,No,No,No,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,DSL,Month-to-Month,Yes,Mailed check,69.5,34.43,653.25,0.0,0,309.87,963.12,9,No,51,Yes,No Offer,No,0,3,3628,0,Stayed,625.5,Low Value,0-12 Bulan (Baru),5
Female,31,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Bank transfer (automatic),19.25,37.81,617.65,0.0,0,1323.35,1941.0,35,No,0,No,No Offer,No,0,5,4988,0,Stayed,673.75,Low Value,13-48 Bulan (Loyal),0
Male,75,Yes,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),69.5,41.2,69.5,0.0,80,41.2,190.7,1,No,15,No,No Offer,No,0,2,3273,1,Churned,69.5,Low Value,0-12 Bulan (Baru),0
Male,73,Yes,Yes,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),74.0,35.16,3919.15,0.0,0,1898.64,5817.79,54,Yes,5,Yes,No Offer,Yes,10,5,4991,0,Stayed,3996.0,High Value,49-72 Bulan (Sangat Loyal),0
Female,68,Yes,No,No,0,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.7,45.81,85.7,0.0,0,45.81,131.51,1,Yes,21,Yes,No Offer,No,0,1,4880,1,Churned,85.7,Low Value,0-12 Bulan (Baru),1
Male,52,No,No,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),104.75,48.75,6536.5,0.0,0,3071.25,9607.75,63,Yes,21,Yes,Offer B,No,0,5,5882,0,Stayed,6599.25,High Value,49-72 Bulan (Sangat Loyal),5
Female,72,Yes,No,No,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,96.75,34.58,5206.55,0.0,0,1832.74,7039.29,53,No,28,Yes,Offer B,No,0,4,4766,0,Stayed,5127.75,High Value,49-72 Bulan (Sangat Loyal),5
Female,39,No,No,No,0,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.7,9.05,75.7,0.0,0,9.05,84.75,1,No,21,Yes,Offer E,No,0,3,4884,1,Churned,75.7,Low Value,0-12 Bulan (Baru),1
Male,43,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Cable,One Year,No,Mailed check,60.05,6.53,3994.05,0.0,0,437.51,4431.56,67,No,19,Yes,No Offer,Yes,1,4,6148,0,Stayed,4023.35,High Value,49-72 Bulan (Sangat Loyal),3
Female,56,No,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),83.3,13.41,5894.5,37.44,0,952.11,6809.17,71,Yes,18,Yes,No Offer,Yes,9,4,4264,0,Stayed,5914.3,High Value,49-72 Bulan (Sangat Loyal),6
Female,21,No,Yes,Yes,3,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),94.45,6.37,3923.8,0.0,140,267.54,4331.34,42,Yes,69,No,Offer B,Yes,5,3,5643,0,Stayed,3966.9,High Value,13-48 Bulan (Loyal),3
Female,39,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Credit card (automatic),25.25,39.59,274.7,0.0,0,475.08,749.78,12,Yes,0,No,No Offer,Yes,4,3,2646,0,Stayed,303.0,Low Value,13-48 Bulan (Loyal),0
Male,66,Yes,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,90.65,46.62,5199.8,0.0,0,2657.34,7857.14,57,No,4,Yes,No Offer,Yes,10,4,5636,0,Stayed,5167.05,High Value,49-72 Bulan (Sangat Loyal),3
Male,50,No,Yes,Yes,3,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,89.7,1.53,3165.6,0.0,0,53.55,3219.15,35,No,57,Yes,Offer C,Yes,5,4,2775,0,Stayed,3139.5,High Value,13-48 Bulan (Loyal),3
Male,64,No,No,Yes,2,No,Yes,Yes,No,No,Yes,No,No,No,Cable,One Year,No,Credit card (automatic),34.05,0.0,1113.95,0.0,0,0.0,1113.95,33,No,12,Yes,No Offer,No,0,3,3044,0,Stayed,1123.6499999999999,Medium Value,13-48 Bulan (Loyal),2
Male,60,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Bank transfer (automatic),24.8,16.48,1476.25,0.0,0,1021.76,2498.01,62,Yes,0,No,No Offer,Yes,1,5,5105,0,Stayed,1537.6000000000001,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,53,No,No,No,0,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),74.3,17.3,1952.25,40.54,0,432.5,2344.21,25,No,26,Yes,Offer C,No,0,4,4815,0,Stayed,1857.5,Medium Value,13-48 Bulan (Loyal),1
Female,56,No,Yes,No,0,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),85.9,42.26,2196.45,0.0,0,1098.76,3295.21,26,No,2,Yes,No Offer,Yes,1,4,4038,0,Stayed,2233.4,Medium Value,13-48 Bulan (Loyal),3
Female,56,No,No,Yes,2,No,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),30.1,0.0,1131.3,0.0,150,0.0,1281.3,39,No,24,No,No Offer,No,0,3,3106,1,Churned,1173.9,Medium Value,13-48 Bulan (Loyal),1
Female,55,No,No,No,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,One Year,No,Electronic check,64.35,45.56,2053.05,46.39,0,1549.04,3555.7,34,No,7,Yes,No Offer,No,0,3,3445,0,Stayed,2187.8999999999996,Medium Value,13-48 Bulan (Loyal),4
Female,32,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,87.2,33.07,4345.0,0.0,0,1620.43,5965.43,49,No,23,Yes,No Offer,Yes,4,3,4567,0,Stayed,4272.8,High Value,49-72 Bulan (Sangat Loyal),7
Male,50,No,No,No,0,No,Yes,No,No,Yes,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,39.65,0.0,733.35,0.0,0,0.0,733.35,19,No,21,Yes,No Offer,No,0,1,2933,1,Churned,753.35,Low Value,13-48 Bulan (Loyal),2
Male,64,No,No,No,0,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),55.5,33.68,934.15,0.0,0,572.56,1506.71,17,No,14,Yes,No Offer,No,0,4,3190,0,Stayed,943.5,Medium Value,13-48 Bulan (Loyal),2
Male,56,No,No,No,0,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,80.6,49.21,4348.1,39.45,90,2608.13,7006.78,53,No,29,No,Offer B,No,0,4,6113,0,Stayed,4271.799999999999,High Value,49-72 Bulan (Sangat Loyal),2
Male,41,No,Yes,No,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,Two Year,No,Mailed check,67.95,24.93,4664.15,0.0,0,1745.1,6409.25,70,No,15,Yes,Offer A,Yes,7,3,5514,0,Stayed,4756.5,High Value,49-72 Bulan (Sangat Loyal),5
Female,47,No,No,No,0,Yes,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),55.05,42.55,102.75,0.0,0,85.1,187.85,2,No,30,Yes,Offer E,No,0,1,5855,1,Churned,110.1,Low Value,0-12 Bulan (Baru),2
Male,26,No,No,No,0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,91.0,45.24,2626.15,0.0,0,1266.72,3892.87,28,No,59,Yes,No Offer,No,0,3,2448,0,Stayed,2548.0,Medium Value,13-48 Bulan (Loyal),4
Male,44,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,No,Mailed check,20.3,21.66,595.05,0.0,0,584.82,1179.87,27,No,0,No,No Offer,No,0,5,3159,0,Stayed,548.1,Low Value,13-48 Bulan (Loyal),0
Male,22,No,Yes,Yes,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),90.8,23.7,6511.8,0.0,60,1706.4,8278.2,72,Yes,59,No,Offer A,Yes,1,3,6188,0,Stayed,6537.599999999999,High Value,,3
Female,20,No,Yes,Yes,2,No,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-Month,Yes,Electronic check,24.7,0.0,149.05,0.0,0,0.0,149.05,7,No,76,Yes,No Offer,Yes,3,3,3872,0,Stayed,172.9,Low Value,0-12 Bulan (Baru),1
Female,68,Yes,Yes,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,84.85,5.3,2633.4,0.0,0,164.3,2797.7,31,Yes,3,Yes,Offer C,Yes,4,3,5603,0,Stayed,2630.35,Medium Value,13-48 Bulan (Loyal),2
Female,46,No,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,104.4,11.32,3409.6,0.0,0,373.56,3783.16,33,Yes,12,Yes,No Offer,Yes,1,1,3185,1,Churned,3445.2000000000003,High Value,13-48 Bulan (Loyal),5
Male,60,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Bank transfer (automatic),24.0,2.71,1664.3,0.0,0,184.28,1848.58,68,Yes,0,No,Offer A,Yes,8,4,5440,0,Stayed,1632.0,Medium Value,49-72 Bulan (Sangat Loyal),0
Male,40,No,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,91.05,47.3,2871.5,0.0,0,1513.6,4385.1,32,No,24,Yes,No Offer,No,0,4,2716,0,Stayed,2913.6,Medium Value,13-48 Bulan (Loyal),3
Male,31,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,No,Mailed check,19.0,20.16,78.9,0.0,0,80.64,159.54,4,No,0,No,No Offer,No,0,4,3022,0,Stayed,76.0,Low Value,0-12 Bulan (Baru),0
Male,51,No,No,No,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),100.3,9.95,6603.8,0.0,0,636.8,7240.6,64,No,2,Yes,Offer B,No,0,5,4986,0,Stayed,6419.2,High Value,49-72 Bulan (Sangat Loyal),5
Male,48,No,No,No,0,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.75,40.35,2146.5,0.0,0,1049.1,3195.6,26,No,13,Yes,No Offer,No,0,3,3178,0,Stayed,2229.5,Medium Value,13-48 Bulan (Loyal),2
Male,74,Yes,Yes,No,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Credit card (automatic),46.35,0.0,3353.4,18.64,0,0.0,3334.76,71,No,19,Yes,Offer A,Yes,9,4,5421,0,Stayed,3290.85,High Value,49-72 Bulan (Sangat Loyal),4
Male,40,No,No,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,80.85,12.54,1008.7,0.0,0,163.02,1171.72,13,No,20,Yes,No Offer,No,0,1,5964,1,Churned,1051.05,Medium Value,13-48 Bulan (Loyal),2
Female,64,No,No,No,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),98.8,10.26,3959.15,27.09,0,420.66,4352.72,41,No,2,Yes,No Offer,No,0,4,5584,0,Stayed,4050.7999999999997,High Value,13-48 Bulan (Loyal),5
Male,47,No,No,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,86.55,24.76,649.65,0.0,0,198.08,847.73,8,Yes,2,Yes,Offer E,No,0,3,4193,1,Churned,692.4,Low Value,0-12 Bulan (Baru),2
Female,53,No,No,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Mailed check,19.85,2.32,810.45,0.0,0,95.12,905.57,41,No,0,No,No Offer,No,0,5,3523,0,Stayed,813.85,Low Value,13-48 Bulan (Loyal),0
Female,33,No,No,No,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Mailed check,74.45,3.47,3510.3,0.0,0,163.09,3673.39,47,No,12,Yes,Offer B,No,0,3,3459,0,Stayed,3499.15,High Value,13-48 Bulan (Loyal),5
Female,62,No,Yes,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.95,5.39,2149.05,0.0,0,156.31,2305.36,29,Yes,17,Yes,No Offer,Yes,3,5,3483,0,Stayed,2173.55,Medium Value,13-48 Bulan (Loyal),0
Male,65,Yes,No,No,0,No,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,29.4,0.0,221.9,0.0,0,0.0,221.9,8,No,4,Yes,Offer E,No,0,1,5971,1,Churned,235.2,Low Value,0-12 Bulan (Baru),1
Female,38,No,No,No,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),112.95,48.86,6465.0,0.0,0,2785.02,9250.02,57,Yes,6,Yes,No Offer,No,0,1,4738,1,Churned,6438.150000000001,High Value,49-72 Bulan (Sangat Loyal),6
Female,27,No,No,No,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Cable,Month-to-Month,No,Bank transfer (automatic),59.65,22.08,2536.55,0.0,0,927.36,3463.91,42,No,26,Yes,Offer B,No,0,3,3048,0,Stayed,2505.2999999999997,Medium Value,13-48 Bulan (Loyal),3
Female,30,No,No,No,0,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),87.55,28.27,4884.85,1.83,0,1611.39,6494.41,57,Yes,41,Yes,No Offer,No,0,3,4882,0,Stayed,4990.349999999999,High Value,49-72 Bulan (Sangat Loyal),3
Male,69,Yes,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.7,11.34,74.7,0.0,0,11.34,86.04,1,Yes,20,Yes,No Offer,No,0,1,3348,1,Churned,74.7,Low Value,0-12 Bulan (Baru),0
Male,24,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Mailed check,20.35,39.03,929.2,0.0,0,1756.35,2685.55,45,No,0,No,Offer B,Yes,3,3,4210,0,Stayed,915.7500000000001,Medium Value,13-48 Bulan (Loyal),0
Male,36,No,No,No,0,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),79.85,7.64,4308.25,0.0,0,412.56,4720.81,54,Yes,3,Yes,Offer B,No,0,4,5166,0,Stayed,4311.9,High Value,49-72 Bulan (Sangat Loyal),1
Male,72,Yes,Yes,No,0,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,94.5,27.78,3105.55,0.0,0,916.74,4022.29,33,Yes,8,Yes,No Offer,Yes,1,3,4333,1,Churned,3118.5,High Value,13-48 Bulan (Loyal),2
Female,58,No,Yes,No,0,No,Yes,Yes,No,Yes,No,No,No,No,DSL,One Year,No,Mailed check,35.45,0.0,1958.95,0.0,0,0.0,1958.95,52,No,8,Yes,No Offer,Yes,4,4,5509,0,Stayed,1843.4,Medium Value,49-72 Bulan (Sangat Loyal),2
Male,31,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,90.35,18.42,6325.25,0.0,0,1307.82,7633.07,71,Yes,29,Yes,Offer A,Yes,1,4,6483,0,Stayed,6414.849999999999,High Value,49-72 Bulan (Sangat Loyal),7
Female,78,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Cable,Two Year,Yes,Bank transfer (automatic),90.15,9.88,6716.45,0.0,0,711.36,7427.81,72,Yes,16,Yes,No Offer,Yes,2,3,4606,0,Stayed,6490.8,High Value,,6
Male,36,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),90.25,10.92,6369.45,0.0,0,786.24,7155.69,72,Yes,28,Yes,No Offer,Yes,9,3,5974,0,Stayed,6498.0,High Value,,7
Female,27,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Mailed check,24.8,33.44,1024.7,0.0,0,1337.6,2362.3,40,Yes,0,No,Offer B,Yes,2,5,3021,0,Stayed,992.0,Medium Value,13-48 Bulan (Loyal),0
Female,48,No,Yes,No,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Electronic check,54.6,0.0,3423.5,0.0,0,0.0,3423.5,64,No,30,Yes,No Offer,Yes,1,4,4850,0,Stayed,3494.4,High Value,49-72 Bulan (Sangat Loyal),5
Female,41,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,No Internet Service,Month-to-Month,Yes,Credit card (automatic),20.25,24.44,493.95,0.0,0,635.44,1129.39,26,No,0,No,No Offer,Yes,4,5,5158,0,Stayed,526.5,Low Value,13-48 Bulan (Loyal),0
Female,31,No,No,No,0,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,24.45,0.0,86.6,0.0,0,0.0,86.6,4,No,9,Yes,Offer E,No,0,1,4909,1,Churned,97.8,Low Value,0-12 Bulan (Baru),0
Male,47,No,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,No Internet Service,One Year,Yes,Credit card (automatic),20.85,39.48,1071.6,0.0,0,2052.96,3124.56,52,No,0,No,Offer B,Yes,2,4,4886,0,Stayed,1084.2,Medium Value,49-72 Bulan (Sangat Loyal),0
Female,65,Yes,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),97.95,11.41,5936.55,0.0,0,707.42,6643.97,62,Yes,25,Yes,No Offer,Yes,5,5,5428,0,Stayed,6072.900000000001,High Value,49-72 Bulan (Sangat Loyal),3
Male,54,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Electronic check,73.15,14.8,3088.25,0.0,0,621.6,3709.85,42,No,23,Yes,No Offer,Yes,1,3,2531,0,Stayed,3072.3,High Value,13-48 Bulan (Loyal),5
Male,80,Yes,No,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),79.15,26.84,827.7,0.0,140,295.24,1262.94,11,No,15,No,Offer D,No,0,5,3355,0,Stayed,870.6500000000001,Medium Value,0-12 Bulan (Baru),2
Male,48,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,113.15,23.67,7856.0,0.0,0,1609.56,9465.56,68,Yes,22,Yes,Offer A,Yes,1,1,4610,1,Churned,7694.200000000001,High Value,49-72 Bulan (Sangat Loyal),7
Female,19,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),94.3,1.6,3893.6,0.0,0,65.6,3959.2,41,Yes,59,Yes,Offer B,Yes,10,4,2196,0,Stayed,3866.2999999999997,High Value,13-48 Bulan (Loyal),3
Male,52,No,Yes,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),64.8,0.0,4719.75,0.0,0,0.0,4719.75,72,No,18,Yes,No Offer,Yes,9,3,4036,0,Stayed,4665.599999999999,High Value,,7
Male,64,No,No,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,80.85,14.91,80.85,0.0,0,14.91,95.76,1,No,21,Yes,No Offer,No,0,1,3096,1,Churned,80.85,Low Value,0-12 Bulan (Baru),2
Female,74,Yes,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.6,15.32,131.65,0.0,0,30.64,162.29,2,No,21,Yes,Offer E,No,0,3,4596,1,Churned,139.2,Low Value,0-12 Bulan (Baru),0
Female,78,Yes,No,No,0,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.55,5.49,187.45,0.0,0,10.98,198.43,2,Yes,25,Yes,Offer E,No,0,3,5512,1,Churned,171.1,Low Value,0-12 Bulan (Baru),1
Female,49,No,No,No,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),100.65,11.11,4917.75,0.0,0,544.39,5462.14,49,No,27,Yes,No Offer,No,0,3,5499,0,Stayed,4931.85,High Value,49-72 Bulan (Sangat Loyal),5
Male,69,Yes,No,No,0,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,90.85,23.33,3186.7,0.0,0,839.88,4026.58,36,Yes,23,Yes,Offer C,No,0,1,5692,1,Churned,3270.6,High Value,13-48 Bulan (Loyal),2
Female,35,No,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.6,34.1,6068.65,0.0,0,1909.6,7978.25,56,No,13,Yes,Offer B,Yes,1,4,4196,0,Stayed,5913.599999999999,High Value,49-72 Bulan (Sangat Loyal),6
Male,58,No,Yes,No,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),104.8,40.49,7470.1,0.0,0,2915.28,10385.38,72,Yes,15,Yes,No Offer,Yes,4,4,4165,0,Stayed,7545.599999999999,High Value,,5
Male,79,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),105.1,44.66,7548.1,0.0,0,3170.86,10718.96,71,Yes,8,Yes,No Offer,Yes,1,1,5725,1,Churned,7462.099999999999,High Value,49-72 Bulan (Sangat Loyal),5
Male,71,Yes,No,No,0,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,78.5,41.58,874.2,0.0,0,457.38,1331.58,11,No,3,Yes,No Offer,No,0,3,4333,0,Stayed,863.5,Medium Value,0-12 Bulan (Baru),2
Female,73,Yes,Yes,No,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),104.05,17.25,1133.65,0.0,0,189.75,1323.4,11,Yes,27,Yes,No Offer,Yes,5,3,4553,1,Churned,1144.55,Medium Value,0-12 Bulan (Baru),4
Male,51,No,Yes,No,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,One Year,No,Electronic check,59.3,0.0,3014.65,0.0,0,0.0,3014.65,51,No,2,Yes,No Offer,Yes,1,1,5633,1,Churned,3024.2999999999997,High Value,49-72 Bulan (Sangat Loyal),6
Female,32,No,Yes,Yes,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),87.8,33.62,2621.75,0.0,0,974.98,3596.73,29,No,13,Yes,No Offer,Yes,1,4,4780,0,Stayed,2546.2,Medium Value,13-48 Bulan (Loyal),3
Male,44,No,Yes,No,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),97.75,32.94,5043.2,0.0,0,1745.82,6789.02,53,Yes,17,Yes,No Offer,Yes,6,3,4488,0,Stayed,5180.75,High Value,49-72 Bulan (Sangat Loyal),4
Male,44,No,No,Yes,2,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,49.4,9.77,184.4,0.0,10,39.08,233.48,4,No,16,No,No Offer,No,0,1,4455,1,Churned,197.6,Low Value,0-12 Bulan (Baru),1
Male,35,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,Yes,Mailed check,20.1,14.91,936.85,0.0,0,685.86,1622.71,46,No,0,No,No Offer,Yes,4,5,3392,0,Stayed,924.6,Medium Value,13-48 Bulan (Loyal),0
Female,41,No,Yes,No,0,Yes,No,No,No,No,No,No,No,No,No Internet Service,Two Year,No,Electronic check,24.55,8.98,1750.7,0.0,0,646.56,2397.26,72,Yes,0,No,No Offer,Yes,8,4,4169,0,Stayed,1767.6000000000001,Medium Value,,0
Female,20,No,Yes,No,0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),81.15,34.51,5224.5,0.0,0,2174.13,7398.63,63,No,46,Yes,Offer B,Yes,7,4,5294,0,Stayed,5112.450000000001,High Value,49-72 Bulan (Sangat Loyal),3
Female,74,Yes,No,No,0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),101.4,48.92,6176.6,0.0,0,2935.2,9111.8,60,Yes,11,Yes,Offer B,No,0,4,4483,0,Stayed,6084.0,High Value,49-72 Bulan (Sangat Loyal),3
Female,62,No,Yes,Yes,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,100.25,24.48,1064.65,0.0,0,244.8,1309.45,10,Yes,30,Yes,No Offer,Yes,1,2,5998,1,Churned,1002.5,Medium Value,0-12 Bulan (Baru),4
Male,57,No,No,No,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),101.55,21.86,298.35,0.0,0,65.58,363.93,3,Yes,6,Yes,Offer E,No,0,3,4480,1,Churned,304.65,Low Value,0-12 Bulan (Baru),4
Male,31,No,No,No,0,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),80.35,1.49,2596.15,0.0,0,47.68,2643.83,32,Yes,21,Yes,Offer C,No,0,1,5974,1,Churned,2571.2,Medium Value,13-48 Bulan (Loyal),1
